comment_se	comment_en	tags
"Varför kan jag inte ""O-ignorera"" en e-faktura om jag tex. råkat ignorera den? Varför kan jag inte välja att betala den ändå? Varför har en ignorerad e-faktura status ""Hanterad"" när jag inte har hanterat den utan ignorerat den?"	"Why can not I ""O ignore"" an e-invoice if I eg. rkat ignore it? Why can not I choose to pay the ND? Why have an ignored e-invoice status ""Managed"" No, I have not dealt with it but ignored it?"	Ignore invoice; UX/UI issue; 
"Svara på frågan och informera i era kanaler att ni har driftstörningar när ni uppenbarligen har det. 
 Det har uppstått ett internt tekniskt fel. Var god försök senare. Referensnummer: 33a50f80_1*a2bc02ba4"	"Reply p The question and inform of your channels that you have driftstrningar No, you obviously have it.
 It has uppsttt an internal malfunction. Please frsk later. Reference: 33a50f80_1 * a2bc02ba4"	Tech issue / bug; Wrong categorisation  ; 
Begränsa informationen i dokumenten	Begrnsa information in documents	Agreements hard to understand; Communication / information; 
Svårt att se fonder och se hur de har gått och avgifter	Difficult to see the funds and see how they've gone and fees	Requested feature; UX/UI issue; 
I send my other account money but IT never come. My name ******. Can you chek out whats the problem. 	I send my other account money but IT never come. My name ******. Can you check out what's the problem.	Misunderstood feedback feature; Seeks customer support; 
lägg ner och ta fram en som funkar... Sitter på min lediga tid och lägger in fakturor för betalning och så låser ni programmet och kräver ny inloggning... kommer byta företagsbank om ni inte fixar detta... det är f-n fjärde gången på kort tid. Ni har ju pengar i era undangömda konton. borde inte vara svårt då att lösa detta åt oss som är ärliga.	LGG down and develop one that works ... Sitting on my free time and lgger invoices for payment and s are reading, you program and requires a new login ... will change fretagsbank if you do not fix this ... it is currently the fourth gngen p short time. You've got money in your undangmda accounts. should not be SVRT d to read this for us as annual r.	General complaint; Tech issue / bug; 
"SITTER PÅ EN HELG OCH SKÖTER FÖRETAGETS INBETALNINGAR...
OCH NU BLEV JAG OMDIRIGERAD IGEN INOM LOPPET AV 20 MINUTER. SKIT SIDA.
VI KOMMER TROLIGEN ATT BYTA TILL ANNAN BANK. NI ÄR KASS"	"SITTING ON A WEEKEND AND CARE COMPANY PAYMENTS ...
And it did I redirected again in the course of 20 minutes. KIT SIDE.
We will probably change to another bank. NI R DISPOSED"	General complaint; Tech issue / bug; 
Apple Pay? :)	Apple Pay? :)	Apple Pay; Requested feature; 
Krångligt i iPad. Dokumentet öppnades i ny flik men knappen nere i hörnet funkade inte (öppna)	Krngligt the iPad. The document was opened in a new tab, but the button down on the corner did not work (Open)	UX/UI issue; Unable to sign in apps; 
För många steg till orderläggning, ingen överblick över aktuell orderlista	For many steps to orderlggning, no verb lick over the current order list	Requested feature; UX/UI issue; 
tack monika, du är alltid hjälpsam	thanks Monika, you are always helpful	Customer Service; Praise for adviser; 
Hej, när jag exporterar swish transaktioner till excel får jag inte med meddelande fältet :-( det är lite surt för detta fält använder vi för att bokföra på rätt konto. Hälsningar K	Hey, when I export swish transactions to excel I do not get the message fltet :-( there is little hard for this flt uses we get to bokfra in the right account. Hlsningar K	Export; Requested feature; 
Möjlighet att skriva ut	Possibility to print	Improvement; Printing transactions; 
Väldigt krångligt att hitta vart jag köpte fonder, sen att jag måste flytta resurser till detta konto för att sen köpa från dom flyttade pengarna är också extra krångligt..	Vldigt krngligt to find where I kpte funds, then I have to move resources into this account from the late kPa from they moved the money is also additional krngligt ..	Requested feature; UX/UI issue; 
Det blir opedagogiskt med transfer från ISKfond till ISKfond. Jag tar ju pengar från ett konto in på ISK men jag får inte det att framgå. Det blir rörigt. Annars inga problem.	There will be educational to transfer from ISK Fund ISK Fund. I take the money from one account into p ISK but I must not be the success. It becomes rrigt. Otherwise no problems.	Requested feature; UX/UI issue; 
hela processen var enkel och smidig. Tydliga instruktioner.	the whole process was easy and smooth. Clear instructions.	Clear instructions; Praise; 
Krångligt	Krngligt	UX/UI issue; flow was complicated; 
Var tvungen att prova på fyra olika enheter för att få till det. Lyckades till sist med PC/win10 andra varvet. Var tvungen första varvet att tillåta att avtalsdokument öppnades, då startade den om när jag hade godkänt. Och när jag väl skulle öppna avtalen, och de öppnades i ny flik så blev det tekniskt fel ändå...	Had to try on four different units in order to receive it. Finally succeeded with PC / win10 second lap. Had the first lap to accelerate the contract document was opened, d started on No. I had has been approved. And no, I vl would open contracts, and was opened in the new tab's became glitch nd ...	Tech issue / bug; Unable to open documents; 
Lätta och tydliga instruktioner.	Eight and clear instructions.	Clear instructions; Praise; 
Jag trodde jag skulle få ett riktigt svar, om än inte så snabbt.	I thought I'd f a real answer, if n not so fast.	Content; Live Chat; 
Ärligt talat!?! Det kan INTE vara en ”programerare” som hittat på det här systemet, det måste komma ”uppifrån”?? När man investerar vill man ha en överblick, inget sådant här ”trams”!! Det finns många saker att förbättra tex om jag lagt en order ”kommer det upp” vill du sätta in mer pengar?? NÄ, jag vill avsluta ordern!! Det finns flera liknande idiotiska ”texter”, hur svårt ska det vara att få det att fungera till varje moment? Prata med dem som håller på med det här varje dag, inga självutnämnda specialister!!😡	Honestly!?! There can not be a programmer as found on the HR system, it must be uppifrn ?? No one invests want to have a verb lick, no sdant hr nonsense !! There are many things to improve for example if I placed an order it up like you stta more money ?? N, I want to finish the order !! There are several similar idiotic lyrics, how SVRT will be that f it work at every moment? Talk to those who keeps on the hr each day, no sjlvutnmnda specialists !!	Requested feature; UX/UI issue; 
Förkortningar i text är inte bra. Till exempel ISK 	Abbreviations in the text are not good. For example ISK	Content; Praise; 
ger inte svar på mina frågor, finns inga nyanser i verktyget.	does not answer my questions, there are no shades of the tool.	Content; Live Chat; 
Dokumenten som var obligatoriska att öppna och läsa genererade bara felmeddelanden. (Via Safari på iOS)	The documents that were required to open and read generated only error messages. (Via Safari p iOS)	Tech issue / bug; Unable to open documents; 
Tydlighet för ovana kunder	Clarity from unfamiliar customers	Requested feature; UX/UI issue; 
"Det var lätt att klicka och köpa. Gillade att jag kunde sätta in på Isk-kontot mitt under processen. 

Dock skulle jag vilja se vad det orangea F:et betyder om jag klickar på det."	"It was easy to click and kPa. Liked that I could stta the p ISK account midstream.

However, I would like to see what the orange Q. et means if I click on it."	Requested feature; UX/UI issue; 
Fick byta webbläsare flertal gånger. Sidor visades blankt och mycket tekniskt fel innan jag fick det att fungera. Tanken god men se till att tekniken fungerar i alla webläsare	Pocket change webblsare plurality of times. Pages appeared shiny and very technical failure before I got it to work. Good idea, but make sure the technology works in all weblsare	Tech issue / bug; Unable to open documents; 
är inte självklart var man ska köpa och sälja fonder. Man ser sitt sparande under Konton o Kort men man kan ändra först under flik Spara o Placera. Det är inte intuitivt!	is not obvious where to buy and sell mutual funds. You see their savings in accounts O card but you can change understand the tab Save o Place. It is not intuitive!	Requested feature; UX/UI issue; 
"Det är mycket av denna världen som är nytt för mig. Jag är framförallt ute efter att testa och lära mig. Mer ""nybörjarinformation"" hade varit klockrent!"	"There is much of this world that is new to me. I r framfrallt looking to test and learn me. More ""nybrjarinformation"" had been clear as a bell!"	Requested feature; UX/UI issue; 
